OBJECTID,Incident_Num,Shooting_Date,District,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim,IsPrimaryIncident,HOUR_OF_DAY,DAY_OF_WEEK,YEAR,QUARTER,MONTH,NEIGHBORHOOD
5025,I172052482,2017/06/30 00:30:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,20,5,2017,2,6,Dorchester
5026,I172053412,2017/07/03 03:10:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,1,2017,3,7,Roxbury
5027,I172053412,2017/07/03 03:10:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,0,23,1,2017,3,7,Roxbury
5028,I172053412,2017/07/03 03:10:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,1,2017,3,7,Roxbury
5029,I172053409,2017/07/03 03:15:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,1,2017,3,7,Mission Hill
5030,I172053177,2017/07/02 06:32:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,1,2017,3,7,Jamaica Plain
5031,I172053026,2017/07/01 19:24:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,7,2017,3,7,Roxbury
5032,I172054029,2017/07/05 06:36:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,4,2017,3,7,Roxbury
5033,I172053885,2017/07/04 20:54:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,3,2017,3,7,Dorchester
5034,I172053819,2017/07/04 13:56:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,9,3,2017,3,7,Roxbury
5035,172053760,2017/07/04 05:36:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,1,3,2017,3,7,Mattapan
5036,I172053750,2017/07/04 03:37:00+00,D4,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,1,23,2,2017,3,7,Roxbury
5037,I172053750,2017/07/04 03:37:00+00,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,23,2,2017,3,7,Roxbury
5038,I172053750,2017/07/04 03:37:00+00,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,23,2,2017,3,7,Roxbury
5039,I172054407,2017/07/06 04:22:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,0,1,0,5,2017,3,7,Dorchester
5040,I172054624,2017/07/06 22:44:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,18,5,2017,3,7,Dorchester
5041,I172054624,2017/07/06 22:44:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,18,5,2017,3,7,Dorchester
5042,I172054477,2017/07/06 14:38:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,10,5,2017,3,7,Dorchester
5043,I172054982,2017/07/08 02:43:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,6,2017,3,7,Dorchester
5044,I172055874,2017/07/11 01:45:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,0,1,21,2,2017,3,7,Dorchester
5045,I172055848,2017/07/10 23:25:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,0,1,19,2,2017,3,7,Dorchester
5046,I172056146,2017/07/11 23:32:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,3,2017,3,7,Dorchester
5047,I172056326,2017/07/12 16:01:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,12,4,2017,3,7,Dorchester
5048,I172057407,2017/07/16 02:51:37+00,D4,Fatal,Male,White,Hispanic or Latinx,0,1,22,7,2017,3,7,Roxbury
5049,I172057488,2017/07/16 12:54:23+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,8,1,2017,3,7,Dorchester
5050,I172057678,2017/07/17 02:11:10+00,C11,Fatal,Male,White,Not Hispanic or Latinx,0,1,22,1,2017,3,7,Dorchester
5051,I172056811,2017/07/14 02:26:40+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,5,2017,3,7,Dorchester
5052,I172058042,2017/07/18 03:42:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,23,2,2017,3,7,Roxbury
5053,I172057934,2017/07/17 21:23:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,17,2,2017,3,7,Dorchester
5054,I172057934,2017/07/17 21:23:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,17,2,2017,3,7,Dorchester
5055,I172059929,2017/07/24 05:04:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,2,2017,3,7,Jamaica Plain
5056,I172058490,2017/07/19 15:35:49+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,11,4,2017,3,7,Dorchester
5057,I172058253,2017/07/18 20:17:23+00,B2,Fatal,Male,White,Not Hispanic or Latinx,0,1,16,3,2017,3,7,Mission Hill
5058,I172061068,2017/07/27 20:00:59+00,D4,Non-Fatal,Male,White,Hispanic or Latinx,0,1,16,5,2017,3,7,Roxbury
5059,I172062010,2017/07/30 23:21:13+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,1,2017,3,7,Mattapan
5060,I172061771,2017/07/30 01:23:17+00,B2,Non-Fatal,Male,Asian,Not Hispanic or Latinx,0,1,21,7,2017,3,7,Roxbury
5061,I172061724,2017/07/29 22:05:08+00,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,18,7,2017,3,7,South Boston
5062,I172062015,2017/07/30 23:21:31+00,E18,Non-Fatal,Male,Unknown,Unknown,0,1,19,1,2017,3,7,Hyde Park
5063,I172062994,2017/08/02 20:02:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,4,2017,3,8,Dorchester
5064,I172064337,2017/08/07 02:28:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,1,2017,3,8,Roxbury
5065,I172064657,2017/08/07 23:00:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,2,2017,3,8,Dorchester
5066,I172065378,2017/08/10 02:33:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,22,4,2017,3,8,Dorchester
5067,I172065378,2017/08/10 02:33:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,22,4,2017,3,8,Dorchester
5068,I172066626,2017/08/14 03:29:41+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,1,2017,3,8,Roxbury
5069,I172066626,2017/08/14 03:29:22+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,1,2017,3,8,Roxbury
5070,I172066494,2017/08/13 17:59:55+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,1,2017,3,8,Dorchester
5071,I172066370,2017/08/13 03:09:14+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,7,2017,3,8,Roxbury
5072,I172065913,2017/08/11 19:03:52+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,6,2017,3,8,Dorchester
5073,I172067867,2017/08/17 19:43:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,5,2017,3,8,Jamaica Plain
5074,I172068204,2017/08/18 21:30:00+00,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,17,6,2017,3,8,Roxbury
5075,I172068552,2017/08/19 23:46:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,7,2017,3,8,Roslindale
5076,I172068555,2017/08/20 00:40:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,20,7,2017,3,8,Roxbury
5077,I172068602,2017/08/20 04:03:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,0,1,2017,3,8,Dorchester
5078,I172068602,2017/08/20 04:03:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,0,1,2017,3,8,Dorchester
5079,I172068628,2017/08/20 06:17:00+00,A1,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,2,1,2017,3,8,Downtown
5080,I172068628,2017/08/20 06:17:00+00,A1,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,2,1,2017,3,8,Downtown
5081,I172068857,2017/08/21 01:39:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2017,3,8,Roxbury
5082,I172072578,2017/09/01 22:28:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,6,2017,3,9,Mattapan
5083,I172073486,2017/09/05 14:46:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,10,3,2017,3,9,Dorchester
5084,I172074007,2017/09/07 03:15:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,4,2017,3,9,Dorchester
5085,I172075277,2017/09/11 02:23:00+00,C11,Fatal,Female,White,Not Hispanic or Latinx,0,1,22,1,2017,3,9,Dorchester
5086,I172075240,2017/09/11 01:14:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2017,3,9,Dorchester
5087,I172075218,2017/09/10 23:21:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,19,1,2017,3,9,Roxbury
5088,I172075218,2017/09/10 23:21:59+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,19,1,2017,3,9,Roxbury
5089,I172074561,2017/09/08 21:00:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,6,2017,3,9,Dorchester
5090,I172075842,2017/09/12 22:47:00+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,3,2017,3,9,Downtown
5091,I172075882,2017/09/13 01:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,3,2017,3,9,Roxbury
5092,I172076568,2017/09/16 03:57:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,23,6,2017,3,9,Mattapan
5093,I172076580,2017/09/15 05:12:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,6,2017,3,9,Dorchester
5094,I172077221,2017/09/17 01:43:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,7,2017,3,9,Roxbury
5095,I172076865,2017/09/15 23:15:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,6,2017,3,9,South Boston
5096,I172077463,2017/09/17 21:52:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,1,2017,3,9,Hyde Park
5097,I172077711,2017/09/18 17:59:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,2,2017,3,9,Roxbury
5098,I172079527,2017/09/24 10:39:00+00,C6,Fatal,Male,Black or African American,Hispanic or Latinx,0,1,6,1,2017,3,9,South Boston
5099,I172079426,2017/09/24 02:08:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,22,7,2017,3,9,Dorchester
5100,I172079451,2017/09/24 02:08:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,22,7,2017,3,9,Dorchester
5101,I172079368,2017/09/23 21:52:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,7,2017,3,9,Roxbury
5102,I172078541,2017/09/21 16:21:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,12,5,2017,3,9,Dorchester
5103,I172081437,2017/09/29 23:51:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,6,2017,3,9,Dorchester
5104,I172081419,2017/09/29 23:05:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,6,2017,3,9,Jamaica Plain
5105,I172081490,2017/09/30 04:53:00+00,B2,Non-Fatal,Female,White,Hispanic or Latinx,1,1,0,7,2017,3,9,Roxbury
5106,I172081490,2017/09/30 04:53:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,1,0,0,7,2017,3,9,Roxbury
5107,I172081720,2017/10/01 03:41:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,7,2017,3,9,Dorchester
5108,I172081919,2017/10/01 20:41:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,1,2017,4,10,Dorchester
5109,I172081989,2017/10/02 01:57:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2017,4,10,Dorchester
5110,I172082312,2017/10/03 06:23:00+00,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,2,3,2017,4,10,Back Bay
5111,I172084330,2017/10/10 02:02:44+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,2,2017,4,10,Dorchester
5112,I172083822,2017/10/08 02:36:01+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,7,2017,4,10,Roxbury
5113,I172025670,2017/04/03 01:28:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2017,2,4,Roxbury
5114,I172085057,2017/10/12 05:41:14+00,E18,Non-Fatal,Female,White,Not Hispanic or Latinx,0,1,1,5,2017,4,10,Roslindale
5115,I172085715,2017/10/14 06:11:13+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,7,2017,4,10,Jamaica Plain
5116,I172086572,2017/10/17 08:15:00+00,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,4,3,2017,4,10,Dorchester
5117,I172087162,2017/10/19 02:51:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,4,2017,4,10,Roxbury
5118,I172087117,2017/10/19 01:11:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,4,2017,4,10,Roxbury
5119,I172087538,2017/10/20 04:22:00+00,C11,Fatal,Male,White,Hispanic or Latinx,0,1,0,6,2017,4,10,Dorchester
5120,I172088148,2017/10/22 04:08:00+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,0,1,0,1,2017,4,10,East Boston
5121,I172090526,2017/10/30 00:22:00+00,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,1,2017,4,10,Dorchester
5122,I172089911,2017/10/27 22:49:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,18,6,2017,4,10,Mission Hill
5123,I172089929,2017/10/27 22:59:00+00,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,1,1,18,6,2017,4,10,Dorchester
5124,I172089929,2017/10/27 22:59:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,0,18,6,2017,4,10,Dorchester
5125,I172089961,2017/10/28 01:42:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,21,6,2017,4,10,Dorchester
5126,I172089976,2017/10/28 02:45:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,6,2017,4,10,Dorchester
5127,I172090013,2017/10/28 05:03:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,1,7,2017,4,10,Dorchester
5128,I172090013,2017/10/28 05:03:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,1,7,2017,4,10,Dorchester
5129,I172090013,2017/10/28 05:03:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,1,7,2017,4,10,Dorchester
5130,I172090493,2017/10/29 22:24:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,1,2017,4,10,Roxbury
5131,I172091222,2017/11/01 03:47:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,3,2017,4,10,Jamaica Plain
5132,I172093007,2017/11/07 01:05:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,2,2017,4,11,Fenway
5133,I172092857,2017/11/07 02:03:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,2,2017,4,11,Dorchester
5134,I172093656,2017/11/09 06:26:00+00,B2,Non-Fatal,Male,Asian,Not Hispanic or Latinx,0,1,1,5,2017,4,11,Dorchester
5135,I172093639,2017/11/09 03:13:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,4,2017,4,11,Roslindale
5136,I172093639,2017/11/10 04:17:48+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,5,2017,4,11,Roslindale
5137,I172096494,2017/11/19 21:09:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,1,2017,4,11,Jamaica Plain
5138,I172096406,2017/11/19 01:09:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,7,2017,4,11,Hyde Park
5139,I172096197,2017/11/18 05:27:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,7,2017,4,11,Roslindale
5140,I172098079,2017/11/25 19:11:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,7,2017,4,11,Dorchester
5141,I172098008,2017/11/25 11:42:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,6,7,2017,4,11,Dorchester
5142,I172097866,2017/11/24 21:13:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,6,2017,4,11,Dorchester
5143,I172098716,2017/11/28 04:19:00+00,C6,Fatal,Male,White,Hispanic or Latinx,1,1,23,2,2017,4,11,South Boston
5144,I172098716,2017/11/28 04:19:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,1,0,23,2,2017,4,11,South Boston
5145,I172099946,2017/12/02 04:47:02+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,6,2017,4,12,Dorchester
5146,I172099808,2017/12/01 19:00:58+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,6,2017,4,12,Roxbury
5147,I172100477,2017/12/04 00:45:04+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,1,2017,4,12,Dorchester
5148,172100800,2017/12/05 02:50:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,2,2017,4,12,Hyde Park
5149,I172101534,2017/12/07 18:18:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,5,2017,4,12,Mattapan
5150,I172101621,2017/12/07 22:35:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,5,2017,4,12,Mission Hill
5151,I172101691,2017/12/08 00:45:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,0,1,19,5,2017,4,12,Mattapan
5152,I172101369,2017/12/07 00:50:00+00,B2,Fatal,Male,White,Hispanic or Latinx,1,1,19,4,2017,4,12,Mission Hill
5153,I172101369,2017/12/07 00:50:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,19,4,2017,4,12,Mission Hill
5154,I172101369,2017/12/07 00:50:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,19,4,2017,4,12,Mission Hill
5155,I172102399,2017/12/10 21:41:00+00,A7,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,16,1,2017,4,12,East Boston
5156,I172102399,2017/12/10 21:41:00+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,1,0,16,1,2017,4,12,East Boston
5157,I172102009,2017/12/09 05:21:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,7,2017,4,12,Roxbury
5158,I172104058,2017/12/17 01:29:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,20,7,2017,4,12,Roxbury
5159,I172104020,2017/12/16 22:33:00+00,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,7,2017,4,12,Brighton
5160,I172104064,2017/12/17 02:09:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,7,2017,4,12,Dorchester
5161,I172103321,2017/12/14 09:58:43+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,4,5,2017,4,12,Mattapan
5162,I172104845,2017/12/20 00:16:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,3,2017,4,12,Dorchester
5163,I172105110,2017/12/20 21:57:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,16,4,2017,4,12,Mission Hill
5164,I172105110,2017/12/20 21:57:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,16,4,2017,4,12,Mission Hill
5165,I172106125,2017/12/25 02:08:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2017,4,12,Mattapan
5166,I172106158,2017/12/25 06:11:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,2,2017,4,12,Dorchester
5167,I172106098,2017/12/25 00:29:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,1,19,1,2017,4,12,Mission Hill
5168,I172106098,2017/12/25 00:29:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,19,1,2017,4,12,Mission Hill
5169,I172105931,2017/12/24 03:45:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,7,2017,4,12,South Boston
5170,I172105897,2017/12/24 00:31:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,0,1,19,7,2017,4,12,Hyde Park
5171,I172107017,2017/12/29 04:25:18+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,5,2017,4,12,Jamaica Plain
5172,I172107017,2017/12/29 04:25:31+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,5,2017,4,12,Jamaica Plain
5173,I172107017,2017/12/29 04:25:09+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,5,2017,4,12,Jamaica Plain
5174,I172107441,2017/12/31 00:31:34+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,7,2017,4,12,Dorchester
5175,I182000200,2018/01/02 02:00:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,2,2018,1,1,South Boston
5176,I182002293,2018/01/10 02:23:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,3,2018,1,1,Dorchester
5177,I182002786,2018/01/11 18:46:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,5,2018,1,1,Roxbury
5178,I182002801,2018/01/11 19:03:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,14,5,2018,1,1,Dorchester
5179,I182002867,2018/01/12 00:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,19,5,2018,1,1,Roxbury
5180,I182002801,2018/01/11 19:03:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,14,5,2018,1,1,Dorchester
5181,I182002867,2018/01/12 00:14:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,19,5,2018,1,1,Roxbury
5182,I182003512,2018/01/14 02:31:47+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,21,7,2018,1,1,Back Bay
5183,I182003512,2018/01/14 02:31:32+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,21,7,2018,1,1,Back Bay
5184,I182003609,2018/01/14 15:57:33+00,D4,Non-Fatal,Male,White,Hispanic or Latinx,0,1,10,1,2018,1,1,Roxbury
5185,I182003714,2018/01/14 22:30:25+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,1,2018,1,1,Dorchester
5186,I182005329,2018/01/21 01:52:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,7,2018,1,1,Roxbury
5187,I182005519,2018/01/21 22:41:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,1,2018,1,1,Dorchester
5188,I182004802,2018/01/19 00:06:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,0,1,19,5,2018,1,1,Dorchester
5189,I182006824,2018/01/26 18:31:21+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,6,2018,1,1,Dorchester
